Time Elapsed,Pulse Measurement
1.2300000000000009,255
1.2400000000000009,255
1.2500000000000009,255
1.260000000000001,182
1.270000000000001,120
1.280000000000001,75
1.290000000000001,63
1.300000000000001,62
1.310000000000001,62
1.320000000000001,63
1.330000000000001,65
1.340000000000001,84
1.350000000000001,111
1.360000000000001,137
1.370000000000001,160
1.380000000000001,179
1.390000000000001,191
1.400000000000001,199
1.410000000000001,201
1.420000000000001,199
1.430000000000001,194
1.440000000000001,187
1.450000000000001,177
1.460000000000001,168
1.470000000000001,159
1.480000000000001,149
1.490000000000001,142
1.500000000000001,134
1.5100000000000011,128
1.5200000000000011,124
1.5300000000000011,120
1.5400000000000011,119
1.5500000000000012,118
1.5600000000000012,118
1.5700000000000012,118
1.5800000000000012,119
1.5900000000000012,121
1.6000000000000012,123
1.6100000000000012,124
1.6200000000000012,126
1.6300000000000012,128
1.6400000000000012,129
1.6500000000000012,131
1.6600000000000013,132
1.6700000000000013,134
1.6800000000000013,134
1.6900000000000013,135
1.7000000000000013,135
1.7100000000000013,135
1.7200000000000013,135
1.7300000000000013,136
1.7400000000000013,137
1.7500000000000013,140
1.7600000000000013,147
1.7700000000000014,158
1.7800000000000014,175
1.7900000000000014,198
1.8000000000000014,225
1.8100000000000014,254
1.8200000000000014,255
1.8300000000000014,255
1.8400000000000014,255
1.8500000000000014,255
1.8600000000000014,255
1.8700000000000014,255
1.8800000000000014,255
1.8900000000000015,255
1.9000000000000015,255
1.9100000000000015,255
1.9200000000000015,255
1.9300000000000015,255
1.9400000000000015,255
1.9500000000000015,255
1.9600000000000015,255
1.9700000000000015,255
1.9800000000000015,255
1.9900000000000015,157
2.0000000000000013,99
2.010000000000001,64
2.020000000000001,62
2.0300000000000007,61
2.0400000000000005,61
2.0500000000000003,62
2.06,62
2.07,65
2.0799999999999996,83
2.0899999999999994,108
2.099999999999999,134
2.109999999999999,156
2.1199999999999988,175
2.1299999999999986,187
2.1399999999999983,194
2.149999999999998,197
2.159999999999998,196
2.1699999999999977,191
2.1799999999999975,184
2.1899999999999973,175
2.199999999999997,167
2.209999999999997,158
2.2199999999999966,150
2.2299999999999964,143
2.239999999999996,138
2.249999999999996,134
2.259999999999996,129
2.2699999999999956,127
2.2799999999999954,124
2.289999999999995,124
2.299999999999995,124
2.3099999999999947,124
2.3199999999999945,125
2.3299999999999943,126
2.339999999999994,128
2.349999999999994,129
2.3599999999999937,130
2.3699999999999934,132
2.3799999999999932,135
2.389999999999993,136
2.399999999999993,138
2.4099999999999926,139
2.4199999999999924,140
2.429999999999992,140
2.439999999999992,140
2.4499999999999917,140
2.4599999999999915,142
2.4699999999999913,145
2.479999999999991,152
2.489999999999991,163
2.4999999999999907,179
2.5099999999999905,193
2.5199999999999902,230
2.52999999999999,255
2.53999999999999,255
2.5499999999999896,255
2.5599999999999894,255
2.569999999999989,255
2.579999999999989,255
2.5899999999999888,255
2.5999999999999885,255
2.6099999999999883,255
2.619999999999988,255
2.629999999999988,255
2.6399999999999877,255
2.6499999999999875,255
2.6599999999999873,255
2.669999999999987,255
2.679999999999987,255
2.6899999999999866,255
2.6999999999999864,255
2.709999999999986,255
2.719999999999986,161
2.7299999999999858,104
2.7399999999999856,66
2.7499999999999853,62
2.759999999999985,62
2.769999999999985,62
2.7799999999999847,63
2.7899999999999845,68
2.7999999999999843,92
2.809999999999984,119
2.819999999999984,147
2.8299999999999836,170
2.8399999999999834,189
2.849999999999983,202
2.859999999999983,209
2.869999999999983,211
2.8799999999999826,208
2.8899999999999824,203
2.899999999999982,194
2.909999999999982,185
2.9199999999999817,176
2.9299999999999815,166
2.9399999999999813,158
2.949999999999981,150
2.959999999999981,143
2.9699999999999807,137
2.9799999999999804,132
2.9899999999999802,130
2.99999999999998,129
3.00999999999998,129
3.0199999999999796,130
3.0299999999999794,131
3.039999999999979,132
3.049999999999979,134
3.0599999999999787,135
3.0699999999999785,136
3.0799999999999783,139
3.089999999999978,141
3.099999999999978,143
3.1099999999999777,143
3.1199999999999775,144
3.1299999999999772,146
3.139999999999977,148
3.149999999999977,153
3.1599999999999766,161
3.1699999999999764,176
3.179999999999976,196
3.189999999999976,221
3.1999999999999758,250
3.2099999999999755,255
3.2199999999999753,255
3.229999999999975,255
3.239999999999975,255
3.2499999999999747,255
3.2599999999999745,255
3.2699999999999743,255
3.279999999999974,255
3.289999999999974,255
3.2999999999999736,255
3.3099999999999734,255
3.319999999999973,255
3.329999999999973,255
3.3399999999999728,255
3.3499999999999726,255
3.3599999999999723,255
3.369999999999972,255
3.379999999999972,255
3.3899999999999717,255
3.3999999999999715,176
3.4099999999999713,114
3.419999999999971,70
3.429999999999971,63
3.4399999999999706,62
3.4499999999999704,62
3.45999999999997,63
3.46999999999997,68
3.47999999999997,92
3.4899999999999696,120
3.4999999999999694,145
3.509999999999969,167
3.519999999999969,184
3.5299999999999687,197
3.5399999999999685,204
3.5499999999999683,204
3.559999999999968,201
3.569999999999968,195
3.5799999999999677,187
3.5899999999999674,177
3.5999999999999672,168
3.609999999999967,159
3.619999999999967,152
3.6299999999999666,145
3.6399999999999664,140
3.649999999999966,135
3.659999999999966,131
3.6699999999999657,129
3.6799999999999655,128
3.6899999999999653,128
3.699999999999965,128
3.709999999999965,130
3.7199999999999647,131
3.7299999999999645,134
3.7399999999999642,135
3.749999999999964,136
3.759999999999964,138
3.7699999999999636,139
3.7799999999999634,139
3.789999999999963,140
3.799999999999963,142
3.8099999999999627,143
3.8199999999999625,144
3.8299999999999623,148
3.839999999999962,156
3.849999999999962,168
3.8599999999999617,186
3.8699999999999615,209
3.8799999999999613,237
3.889999999999961,255
3.899999999999961,255
3.9099999999999606,255
3.9199999999999604,255
3.92999999999996,255
3.93999999999996,255
3.9499999999999598,255
3.9599999999999596,255
3.9699999999999593,255
3.979999999999959,255
3.989999999999959,255
3.9999999999999587,255
4.009999999999959,255
4.019999999999959,255
4.0299999999999585,255
4.039999999999958,255
4.049999999999958,255
4.059999999999958,255
4.069999999999958,255
4.079999999999957,188
4.089999999999957,124
4.099999999999957,78
4.109999999999957,63
4.119999999999957,62
4.129999999999956,62
4.139999999999956,62
4.149999999999956,63
4.159999999999956,74
4.1699999999999555,98
4.179999999999955,122
4.189999999999955,144
4.199999999999955,163
4.209999999999955,174
4.2199999999999545,188
4.229999999999954,194
4.239999999999954,194
4.249999999999954,191
4.259999999999954,184
4.269999999999953,175
4.279999999999953,166
4.289999999999953,158
4.299999999999953,148
4.3099999999999525,141
4.319999999999952,135
4.329999999999952,129
4.339999999999952,126
4.349999999999952,123
4.3599999999999515,121
4.369999999999951,122
4.379999999999951,123
4.389999999999951,123
4.399999999999951,124
4.40999999999995,126
4.41999999999995,128
4.42999999999995,129
4.43999999999995,131
4.4499999999999496,131
4.459999999999949,132
4.469999999999949,133
4.479999999999949,133
4.489999999999949,132
4.4999999999999485,132
4.509999999999948,132
4.519999999999948,133
4.529999999999948,134
4.539999999999948,137
4.549999999999947,143
4.559999999999947,155
4.569999999999947,169
4.579999999999947,188
4.589999999999947,211
4.599999999999946,235
4.609999999999946,255
4.619999999999946,255
4.629999999999946,255
4.6399999999999455,255
4.649999999999945,255
4.659999999999945,255
4.669999999999945,255
4.679999999999945,255
4.689999999999944,255
4.699999999999944,255
4.709999999999944,255
4.719999999999944,255
4.729999999999944,255
4.739999999999943,255
4.749999999999943,255
4.759999999999943,147
4.769999999999943,95
4.7799999999999425,64
4.789999999999942,62
4.799999999999942,61
4.809999999999942,61
4.819999999999942,62
4.8299999999999415,62
4.839999999999941,63
4.849999999999941,73
4.859999999999941,96
4.869999999999941,118
4.87999999999994,137
4.88999999999994,152
4.89999999999994,166
4.90999999999994,175
4.9199999999999395,179
4.929999999999939,179
4.939999999999939,177
4.949999999999939,174
4.959999999999939,168
4.9699999999999385,161
4.979999999999938,153
4.989999999999938,146
4.999999999999938,139
5.009999999999938,132
5.019999999999937,127
5.029999999999937,123
5.039999999999937,120
5.049999999999937,118
5.0599999999999365,115
5.069999999999936,115
5.079999999999936,116
5.089999999999936,117
5.099999999999936,118
5.1099999999999355,118
5.119999999999935,120
5.129999999999935,120
5.139999999999935,121
5.149999999999935,122
5.159999999999934,123
5.169999999999934,124
5.179999999999934,124
5.189999999999934,126
5.199999999999934,126
5.209999999999933,126
5.219999999999933,126
5.229999999999933,126
5.239999999999933,124
5.2499999999999325,124
5.259999999999932,124
5.269999999999932,123
5.279999999999932,121
5.289999999999932,121
5.299999999999931,123
5.309999999999931,126
5.319999999999931,131
5.329999999999931,140
5.339999999999931,152
5.34999999999993,167
5.35999999999993,185
5.36999999999993,202
5.37999999999993,220
5.3899999999999295,234
5.399999999999929,244
5.409999999999929,250
5.419999999999929,251
5.429999999999929,247
5.4399999999999284,239
5.449999999999928,227
5.459999999999928,214
5.469999999999928,202
5.479999999999928,190
5.489999999999927,179
5.499999999999927,169
5.509999999999927,161
5.519999999999927,156
5.5299999999999265,152
5.539999999999926,147
5.549999999999926,144
5.559999999999926,143
5.569999999999926,143
5.5799999999999255,143
5.589999999999925,145
5.599999999999925,144
5.609999999999925,149
5.619999999999925,153
5.629999999999924,157
5.639999999999924,159
5.649999999999924,163
5.659999999999924,166
5.6699999999999235,167
5.679999999999923,166
5.689999999999923,165
5.699999999999923,163
5.709999999999923,160
5.7199999999999225,157
5.729999999999922,153
5.739999999999922,150
5.749999999999922,146
5.759999999999922,142
5.769999999999921,139
5.779999999999921,135
5.789999999999921,133
5.799999999999921,130
5.809999999999921,128
5.81999999999992,127
5.82999999999992,127
5.83999999999992,127
5.84999999999992,126
5.8599999999999195,126
5.869999999999919,127
5.879999999999919,128
5.889999999999919,128
5.899999999999919,129
5.909999999999918,131
5.919999999999918,132
5.929999999999918,134
5.939999999999918,135
5.949999999999918,135
5.959999999999917,135
5.969999999999917,136
5.979999999999917,136
5.989999999999917,135
5.9999999999999165,135
6.009999999999916,134
6.019999999999916,133
6.029999999999916,132
6.039999999999916,131
6.0499999999999154,129
6.059999999999915,129
6.069999999999915,129
6.079999999999915,131
6.089999999999915,136
6.099999999999914,144
6.109999999999914,155
6.119999999999914,167
6.129999999999914,181
6.1399999999999135,196
6.149999999999913,211
6.159999999999913,224
6.169999999999913,233
6.179999999999913,239
6.1899999999999125,241
6.199999999999912,238
6.209999999999912,232
6.219999999999912,224
6.229999999999912,215
6.239999999999911,205
6.249999999999911,195
6.259999999999911,184
6.269999999999911,176
6.2799999999999105,169
6.28999999999991,163
6.29999999999991,158
6.30999999999991,155
6.31999999999991,153
6.3299999999999095,152
6.339999999999909,152
6.349999999999909,152
6.359999999999909,155
6.369999999999909,157
6.379999999999908,160
6.389999999999908,164
6.399999999999908,169
6.409999999999908,174
6.419999999999908,177
6.429999999999907,180
6.439999999999907,182
6.449999999999907,183
6.459999999999907,182
6.4699999999999065,180
6.479999999999906,176
6.489999999999906,173
6.499999999999906,169
6.509999999999906,166
6.519999999999905,161
6.529999999999905,159
6.539999999999905,156
6.549999999999905,152
6.559999999999905,149
6.569999999999904,147
6.579999999999904,145
6.589999999999904,143
6.599999999999904,143
6.6099999999999035,142
6.619999999999903,143
6.629999999999903,143
6.639999999999903,144
6.649999999999903,144
6.659999999999902,145
6.669999999999902,147
6.679999999999902,147
6.689999999999902,147
6.699999999999902,147
6.709999999999901,149
6.719999999999901,149
6.729999999999901,150
6.739999999999901,148
6.7499999999999005,148
6.7599999999999,147
6.7699999999999,147
6.7799999999999,147
6.7899999999999,147
6.7999999999998995,152
6.809999999999899,157
6.819999999999899,166
6.829999999999899,176
6.839999999999899,191
6.849999999999898,206
6.859999999999898,222
6.869999999999898,237
6.879999999999898,248
6.8899999999998975,255
6.899999999999897,255
6.909999999999897,255
6.919999999999897,255
6.929999999999897,255
6.9399999999998965,255
6.949999999999896,255
6.959999999999896,255
6.969999999999896,255
6.979999999999896,255
6.989999999999895,255
6.999999999999895,255
7.009999999999895,255
7.019999999999895,255
7.0299999999998946,159
7.039999999999894,105
7.049999999999894,68
7.059999999999894,63
7.069999999999894,63
7.0799999999998935,63
7.089999999999893,64
7.099999999999893,76
7.109999999999893,99
7.119999999999893,123
7.129999999999892,145
7.139999999999892,165
7.149999999999892,180
7.159999999999892,192
7.169999999999892,199
7.179999999999891,203
7.189999999999891,204
7.199999999999891,199
7.209999999999891,196
7.2199999999998905,196
7.22999999999989,192
7.23999999999989,185
7.24999999999989,179
7.25999999999989,173
7.269999999999889,167
7.279999999999889,163
7.289999999999889,159
7.299999999999889,156
7.309999999999889,154
7.319999999999888,152
7.329999999999888,152
7.339999999999888,152
7.349999999999888,153
7.3599999999998875,153
7.369999999999887,153
7.379999999999887,155
7.389999999999887,156
7.399999999999887,156
7.4099999999998865,156
7.419999999999886,159
7.429999999999886,159
7.439999999999886,159
7.449999999999886,159
7.459999999999885,158
7.469999999999885,158
7.479999999999885,157
7.489999999999885,156
7.4999999999998845,155
7.509999999999884,155
7.519999999999884,155
7.529999999999884,156
7.539999999999884,156
7.5499999999998835,161
7.559999999999883,168
7.569999999999883,179
7.579999999999883,192
7.589999999999883,210
7.599999999999882,231
7.609999999999882,252
7.619999999999882,255
7.629999999999882,255
7.6399999999998816,255
7.649999999999881,255
7.659999999999881,255
7.669999999999881,255
7.679999999999881,255
7.6899999999998805,255
7.69999999999988,255
7.70999999999988,255
7.71999999999988,255
7.72999999999988,255
7.739999999999879,255
7.749999999999879,255
7.759999999999879,255
7.769999999999879,255
7.779999999999879,255
7.789999999999878,255
7.799999999999878,255
7.809999999999878,255
7.819999999999878,193
7.8299999999998775,137
7.839999999999877,96
7.849999999999877,73
7.859999999999877,68
7.869999999999877,75
7.879999999999876,89
7.889999999999876,108
7.899999999999876,129
7.909999999999876,151
7.919999999999876,158
7.929999999999875,188
7.939999999999875,205
7.949999999999875,214
7.959999999999875,216
7.9699999999998745,215
7.979999999999874,211
7.989999999999874,204
7.999999999999874,198
8.009999999999874,192
8.019999999999873,185
8.029999999999873,179
8.039999999999873,176
8.049999999999873,173
8.059999999999873,171
8.069999999999872,168
8.079999999999872,167
8.089999999999872,167
8.099999999999872,167
8.109999999999872,167
8.119999999999871,167
8.129999999999871,168
8.139999999999871,169
8.14999999999987,170
8.15999999999987,170
8.16999999999987,170
8.17999999999987,170
8.18999999999987,171
8.19999999999987,170
8.20999999999987,169
8.21999999999987,170
8.229999999999869,169
8.239999999999869,169
8.249999999999869,168
8.259999999999868,167
8.269999999999868,167
8.279999999999868,165
8.289999999999868,163
8.299999999999867,161
8.309999999999867,161
8.319999999999867,162
8.329999999999867,165
8.339999999999867,170
8.349999999999866,179
8.359999999999866,192
8.369999999999866,210
8.379999999999866,231
8.389999999999866,255
8.399999999999865,255
8.409999999999865,255
8.419999999999865,255
8.429999999999865,255
8.439999999999864,255
8.449999999999864,255
8.459999999999864,255
8.469999999999864,255
8.479999999999864,255
8.489999999999863,255
8.499999999999863,255
8.509999999999863,255
8.519999999999863,255
8.529999999999863,255
8.539999999999862,255
8.549999999999862,255
8.559999999999862,255
8.569999999999862,255
8.579999999999862,255
8.589999999999861,255
8.599999999999861,255
8.60999999999986,255
8.61999999999986,255
8.62999999999986,255
8.63999999999986,255
8.64999999999986,243
8.65999999999986,188
8.66999999999986,143
8.67999999999986,113
8.68999999999986,98
8.699999999999859,95
8.709999999999859,102
8.719999999999859,114
8.729999999999858,129
8.739999999999858,143
8.749999999999858,158
8.759999999999858,171
8.769999999999857,180
8.779999999999857,186
8.789999999999857,188
8.799999999999857,189
8.809999999999857,188
8.819999999999856,187
8.829999999999856,184
8.839999999999856,184
8.849999999999856,182
8.859999999999856,179
8.869999999999855,176
8.879999999999855,174
8.889999999999855,172
8.899999999999855,172
8.909999999999854,171
8.919999999999854,169
8.929999999999854,169
8.939999999999854,169
8.949999999999854,170
8.959999999999853,170
8.969999999999853,170
8.979999999999853,171
8.989999999999853,171
8.999999999999853,171
9.009999999999852,171
9.019999999999852,171
9.029999999999852,170
9.039999999999852,169
9.049999999999851,167
9.059999999999851,167
9.069999999999851,164
9.07999999999985,163
9.08999999999985,161
9.09999999999985,159
9.10999999999985,159
9.11999999999985,159
9.12999999999985,159
9.13999999999985,162
9.14999999999985,169
9.15999999999985,182
9.169999999999849,199
9.179999999999849,220
9.189999999999849,244
9.199999999999848,255
9.209999999999848,255
9.219999999999848,255
9.229999999999848,255
9.239999999999847,255
9.249999999999847,255
9.259999999999847,255
9.269999999999847,255
9.279999999999847,255
9.289999999999846,255
9.299999999999846,255
9.309999999999846,255
9.319999999999846,255
9.329999999999846,255
9.339999999999845,255
9.349999999999845,255
9.359999999999845,255
9.369999999999845,255
9.379999999999844,255
9.389999999999844,255
9.399999999999844,255
9.409999999999844,255
9.419999999999844,255
9.429999999999843,255
9.439999999999843,182
9.449999999999843,132
9.459999999999843,100
9.469999999999843,86
9.479999999999842,84
9.489999999999842,92
9.499999999999842,107
9.509999999999842,124
9.519999999999841,142
9.529999999999841,158
9.539999999999841,170
9.54999999999984,180
9.55999999999984,188
9.56999999999984,191
9.57999999999984,192
9.58999999999984,190
9.59999999999984,188
9.60999999999984,184
9.61999999999984,179
9.62999999999984,173
9.639999999999839,169
9.649999999999839,166
9.659999999999838,163
9.669999999999838,159
9.679999999999838,158
9.689999999999838,156
9.699999999999838,156
9.709999999999837,156
9.719999999999837,156
9.729999999999837,158
9.739999999999837,158
9.749999999999837,159
9.759999999999836,159
9.769999999999836,159
9.779999999999836,159
9.789999999999836,159
9.799999999999836,159
9.809999999999835,158
9.819999999999835,159
9.829999999999835,158
9.839999999999835,157
9.849999999999834,156
9.859999999999834,155
9.869999999999834,154
9.879999999999834,153
9.889999999999834,153
9.899999999999833,152
9.909999999999833,157
9.919999999999833,164
9.929999999999833,176
9.939999999999833,191
9.949999999999832,209
9.959999999999832,230
9.969999999999832,251
9.979999999999832,255
9.989999999999831,255
9.999999999999831,255
10.009999999999831,255
10.01999999999983,255
10.02999999999983,255
10.03999999999983,255
10.04999999999983,255
10.05999999999983,255
10.06999999999983,255
10.07999999999983,255
10.08999999999983,255
10.09999999999983,255
10.109999999999829,255
10.119999999999829,255
10.129999999999828,255
10.139999999999828,189
10.149999999999828,127
10.159999999999828,80
10.169999999999828,63
10.179999999999827,62
10.189999999999827,62
10.199999999999827,63
10.209999999999827,66
10.219999999999827,84
10.229999999999826,110
10.239999999999826,134
10.249999999999826,155
10.259999999999826,174
10.269999999999825,188
10.279999999999825,197
10.289999999999825,201
10.299999999999825,201
10.309999999999825,199
10.319999999999824,194
10.329999999999824,188
10.339999999999824,180
10.349999999999824,174
10.359999999999824,166
10.369999999999823,159
10.379999999999823,154
10.389999999999823,150
10.399999999999823,147
10.409999999999823,143
10.419999999999822,141
10.429999999999822,140
10.439999999999822,140
10.449999999999822,140
10.459999999999821,142
10.469999999999821,143
10.479999999999821,143
10.48999999999982,144
10.49999999999982,145
10.50999999999982,146
10.51999999999982,146
10.52999999999982,147
10.53999999999982,147
10.54999999999982,147
10.55999999999982,147
10.569999999999819,148
10.579999999999819,148
10.589999999999819,150
10.599999999999818,154
10.609999999999818,162
10.619999999999818,174
10.629999999999818,189
10.639999999999818,207
10.649999999999817,227
10.659999999999817,248
10.669999999999817,255
10.679999999999817,255
10.689999999999817,255
10.699999999999816,255
10.709999999999816,255
10.719999999999816,255
10.729999999999816,255
10.739999999999815,255
10.749999999999815,255
10.759999999999815,255
10.769999999999815,255
10.779999999999815,255
10.789999999999814,255
10.799999999999814,255
10.809999999999814,255
10.819999999999814,255
10.829999999999814,255
10.839999999999813,151
10.849999999999813,99
10.859999999999813,67
10.869999999999813,63
10.879999999999812,63
10.889999999999812,63
10.899999999999812,67
10.909999999999812,86
10.919999999999812,110
10.929999999999811,134
10.939999999999811,156
10.949999999999811,176
10.95999999999981,189
10.96999999999981,200
10.97999999999981,206
10.98999999999981,207
10.99999999999981,205
11.00999999999981,201
11.01999999999981,195
11.02999999999981,188
11.039999999999809,181
11.049999999999809,174
11.059999999999809,167
11.069999999999808,163
11.079999999999808,158
11.089999999999808,153
11.099999999999808,151
11.109999999999808,150
11.119999999999807,148
11.129999999999807,147
11.139999999999807,147
11.149999999999807,148
11.159999999999807,149
11.169999999999806,150
11.179999999999806,150
11.189999999999806,152
11.199999999999806,152
11.209999999999805,153
11.219999999999805,153
11.229999999999805,153
11.239999999999805,153
11.249999999999805,154
11.259999999999804,153
11.269999999999804,152
11.279999999999804,151
11.289999999999804,150
11.299999999999804,150
11.309999999999803,149
11.319999999999803,149
11.329999999999803,150
11.339999999999803,152
11.349999999999802,158
11.359999999999802,167
11.369999999999802,182
11.379999999999802,201
11.389999999999802,224
11.399999999999801,248
11.409999999999801,255
11.419999999999801,255
11.4299999999998,255
11.4399999999998,255
11.4499999999998,255
11.4599999999998,255
11.4699999999998,255
11.4799999999998,255
11.4899999999998,255
11.4999999999998,255
11.509999999999799,255
11.519999999999799,255
11.529999999999799,255
11.539999999999798,255
11.549999999999798,255
11.559999999999798,255
11.569999999999798,255
11.579999999999798,255
11.589999999999797,255
11.599999999999797,255
11.609999999999797,255
11.619999999999797,190
11.629999999999797,128
11.639999999999796,96
11.649999999999796,76
11.659999999999796,71
11.669999999999796,76
11.679999999999795,91
11.689999999999795,110
11.699999999999795,130
11.709999999999795,151
11.719999999999795,169
11.729999999999794,184
11.739999999999794,193
11.749999999999794,199
11.759999999999794,200
11.769999999999794,200
11.779999999999793,198
11.789999999999793,193
11.799999999999793,188
11.809999999999793,183
11.819999999999792,177
11.829999999999792,172
11.839999999999792,168
11.849999999999792,163
11.859999999999792,160
11.869999999999791,158
11.879999999999791,156
11.889999999999791,153
11.89999999999979,152
11.90999999999979,152
11.91999999999979,152
11.92999999999979,152
11.93999999999979,152
11.94999999999979,155
11.95999999999979,156
11.96999999999979,156
11.979999999999789,156
11.989999999999789,157
11.999999999999789,157
12.009999999999788,158
12.019999999999788,156
12.029999999999788,156
12.039999999999788,156
12.049999999999788,155
12.059999999999787,153
12.069999999999787,151
12.079999999999787,150
12.089999999999787,150
12.099999999999786,151
12.109999999999786,153
12.119999999999786,161
12.129999999999786,174
12.139999999999786,191
12.149999999999785,212
12.159999999999785,236
12.169999999999785,255
12.179999999999785,255
12.189999999999785,255
12.199999999999784,255
12.209999999999784,255
12.219999999999784,255
12.229999999999784,255
12.239999999999783,255
12.249999999999783,255
12.259999999999783,255
12.269999999999783,255
12.279999999999783,255
12.289999999999782,255
12.299999999999782,255
12.309999999999782,255
12.319999999999782,255
12.329999999999782,255
12.339999999999781,255
12.349999999999781,255
12.359999999999781,255
12.36999999999978,165
12.37999999999978,107
12.38999999999978,70
12.39999999999978,63
12.40999999999978,62
12.41999999999978,63
12.42999999999978,64
12.43999999999978,78
12.449999999999779,102
12.459999999999779,126
12.469999999999779,148
12.479999999999778,167
12.489999999999778,183
12.499999999999778,192
12.509999999999778,197
12.519999999999778,198
12.529999999999777,196
12.539999999999777,193
12.549999999999777,188
12.559999999999777,180
12.569999999999776,174
12.579999999999776,167
12.589999999999776,161
12.599999999999776,156
12.609999999999776,152
12.619999999999775,149
12.629999999999775,146
12.639999999999775,144
12.649999999999775,143
12.659999999999775,142
12.669999999999774,142
12.679999999999774,141
12.689999999999774,140
12.699999999999774,141
12.709999999999773,141
12.719999999999773,142
12.729999999999773,143
12.739999999999773,143
12.749999999999773,145
12.759999999999772,145
12.769999999999772,145
12.779999999999772,145
12.789999999999772,145
12.799999999999772,145
12.809999999999771,146
12.819999999999771,147
12.829999999999771,153
12.83999999999977,161
12.84999999999977,173
12.85999999999977,188
12.86999999999977,207
12.87999999999977,227
12.88999999999977,246
12.89999999999977,255
12.90999999999977,255
12.919999999999769,255
12.929999999999769,255
12.939999999999769,255
12.949999999999768,255
12.959999999999768,255
12.969999999999768,255
12.979999999999768,255
12.989999999999768,255
12.999999999999767,255
13.009999999999767,255
13.019999999999767,255
13.029999999999767,255
13.039999999999766,180
13.049999999999766,124
13.059999999999766,79
13.069999999999766,63
13.079999999999766,62
13.089999999999765,62
13.099999999999765,62
13.109999999999765,63
13.119999999999765,67
13.129999999999765,86
13.139999999999764,111
13.149999999999764,134
13.159999999999764,156
13.169999999999764,173
13.179999999999763,186
13.189999999999763,196
13.199999999999763,202
13.209999999999763,204
13.219999999999763,201
13.229999999999762,196
13.239999999999762,191
13.249999999999762,184
13.259999999999762,177
13.269999999999762,170
13.279999999999761,164
13.289999999999761,159
13.299999999999761,154
13.30999999999976,150
13.31999999999976,147
13.32999999999976,144
13.33999999999976,143
13.34999999999976,143
13.35999999999976,142
13.36999999999976,143
13.37999999999976,144
13.389999999999759,145
13.399999999999759,145
13.409999999999759,146
13.419999999999758,146
13.429999999999758,146
13.439999999999758,145
13.449999999999758,145
13.459999999999757,147
13.469999999999757,150
13.479999999999757,156
13.489999999999757,164
13.499999999999757,178
13.509999999999756,195
13.519999999999756,214
13.529999999999756,232
13.539999999999756,251
13.549999999999756,255
13.559999999999755,255
13.569999999999755,255
13.579999999999755,255
13.589999999999755,255
13.599999999999755,255
13.609999999999754,255
13.619999999999754,255
13.629999999999754,255
13.639999999999754,255
13.649999999999753,255
13.659999999999753,255
13.669999999999753,255
13.679999999999753,255
13.689999999999753,177
